0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26
1503	1594	38	3	38	110	72	32	24	3	3	25	9	9	91	32	32	26	26	15	11	4	17	41	53	57	74
1516	1361	38	3	30	121	99	25	25	2	2	20	7	7	89	31	31	24	21	13	9	3	23	34	43	46	69
1446	1573	38	3	37	115	76	31	25	3	3	26	8	8	91	34	34	28	26	15	11	4	17	41	53	56	73
1263	1491	38	3	34	134	125	29	29	3	3	25	8	8	103	36	35	28	24	15	10	3	29	38	49	52	81
1123	1228	38	2	26	104	69	22	22	2	2	17	7	7	76	28	28	22	18	11	8	3	19	29	37	40	58
1560	1750	38	4	42	183	188	36	38	4	4	30	10	10	128	44	43	30	29	18	13	4	54	47	60	64	118
1512	1524	38	3	35	170	142	30	36	3	3	24	8	8	109	37	37	28	24	15	11	4	39	39	50	53	93
1193	1157	38	2	23	93	65	19	20	1	1	16	6	6	73	26	26	20	16	10	7	3	16	27	34	36	52
1248	1628	38	3	37	155	156	32	33	3	3	26	10	10	110	37	36	27	26	17	11	4	41	43	55	58	100
882	1014	38	2	19	83	41	16	18	1	1	13	4	4	69	24	24	19	14	8	6	2	9	22	28	30	39
815	1015	39	2	19	72	38	15	15	1	1	12	5	5	63	21	21	18	13	9	6	2	8	22	28	30	38
1532	1596	39	3	37	102	72	31	22	3	3	26	9	9	86	30	30	27	26	16	11	4	14	42	54	57	71
1450	1488	39	3	34	92	28	29	20	3	3	23	8	8	74	28	28	24	24	14	10	4	7	38	49	52	59
1367	1205	39	2	25	103	80	21	22	2	2	17	6	6	79	28	28	21	17	11	8	3	19	28	36	39	58
1476	1692	39	3	40	115	74	34	25	3	4	27	9	9	88	33	33	28	28	17	12	4	17	45	58	61	78
1492	1617	39	3	38	119	105	32	26	3	3	26	9	9	99	34	33	27	26	16	11	4	23	42	54	58	81
1379	1351	39	2	30	179	153	25	38	3	3	23	7	7	115	42	41	29	21	13	9	3	45	33	43	45	90
1057	1184	39	2	24	145	130	20	30	2	2	18	6	6	100	35	35	25	17	11	7	3	37	28	35	38	74
1353	1820	39	4	44	111	65	38	24	4	4	29	11	11	88	33	33	28	31	18	13	5	15	49	63	67	82
1524	1521	39	3	34	110	102	29	24	3	3	25	8	8	96	32	32	26	24	15	10	4	21	39	50	53	74
1403	1667	39	3	39	100	48	34	22	3	3	26	10	10	81	30	30	27	28	17	12	4	12	44	57	60	72
1722	1709	40	4	41	114	97	35	25	4	3	28	10	10	97	33	33	27	28	17	12	4	22	46	59	62	84
1154	1235	40	2	26	106	75	21	22	2	2	17	6	6	79	28	28	22	18	11	8	3	17	29	38	40	57
1346	1255	40	2	26	140	115	22	29	2	2	19	6	7	93	34	34	24	18	12	8	3	32	30	39	41	73
1287	1710	40	3	41	124	80	36	27	3	3	27	10	10	93	34	34	28	29	16	13	4	21	45	59	62	83
1603	1579	40	3	37	116	86	32	26	3	3	25	8	8	93	32	33	27	26	15	11	4	20	41	53	56	76
1093	1296	40	2	28	128	106	23	27	2	2	20	7	7	90	33	32	24	19	12	8	3	28	32	40	43	70
1159	1248	40	2	27	115	78	22	24	2	2	18	6	6	84	30	30	23	19	11	8	3	21	30	38	41	62
1335	1847	40	4	45	145	128	39	32	4	4	30	11	11	106	37	37	31	31	19	13	5	30	50	65	68	99
1420	1523	40	3	35	153	129	30	32	3	3	25	8	8	104	37	37	28	24	15	11	4	34	39	50	53	87
1344	1361	40	3	30	137	97	25	29	2	2	20	7	7	87	32	32	25	21	13	9	3	26	34	43	46	72
1232	1655	40	3	39	94	24	33	21	3	3	26	10	10	72	29	28	25	27	17	12	4	6	44	56	60	66
1664	1699	40	3	41	120	91	35	26	3	3	27	10	9	96	33	33	28	28	17	12	4	21	45	58	62	83
1547	1640	40	3	38	106	72	33	23	3	3	26	10	10	85	31	31	26	27	17	12	4	15	43	56	59	74
1367	1367	40	3	30	118	79	25	25	2	2	20	7	7	84	31	31	24	21	13	9	3	20	34	44	46	66
1458	1520	40	3	35	96	51	30	21	3	3	24	8	8	81	29	29	25	24	15	11	4	11	39	50	53	64
1361	1371	40	3	31	153	114	26	32	3	3	21	7	7	99	36	36	27	21	13	9	3	33	34	44	46	79
1456	1689	41	3	40	138	118	34	30	4	4	28	9	9	102	36	36	29	28	17	12	4	27	45	58	61	88
1221	1304	41	3	28	133	118	23	28	2	2	20	7	6	95	32	32	25	19	12	8	3	30	32	41	43	73
1810	1783	41	4	43	112	87	37	25	4	4	29	11	11	94	32	32	27	30	18	13	4	19	48	62	65	84
1347	1425	41	3	32	104	56	27	23	2	2	21	8	8	78	29	29	24	22	14	10	3	14	36	46	49	63
1396	1557	41	3	36	115	80	31	25	3	3	26	8	8	92	33	33	28	25	15	11	4	18	40	52	55	73
1502	1949	41	4	48	133	110	42	29	4	4	32	11	11	103	36	36	30	33	20	14	5	25	54	69	73	98
1668	1673	41	3	40	135	141	34	30	4	4	29	9	9	113	38	38	30	28	17	12	4	31	44	57	60	92
1600	1545	41	3	35	115	119	30	25	3	3	24	9	9	96	32	32	26	24	16	11	4	27	40	51	54	81
1313	1383	41	3	30	157	151	26	33	3	3	22	7	7	111	36	36	27	21	13	9	3	39	34	44	47	85
1335	1604	41	3	37	111	93	32	24	3	3	26	9	9	96	32	32	27	26	16	11	4	20	42	54	57	77
1628	1502	41	3	34	120	118	29	26	3	3	24	9	8	98	33	33	26	24	15	10	4	27	39	49	52	79
1955	1701	41	3	40	146	148	35	32	4	4	29	9	9	115	38	38	30	28	17	12	4	34	45	58	62	95
1669	1684	41	3	40	128	89	35	28	4	4	28	9	9	96	35	35	29	28	17	12	4	20	45	58	61	81
1545	1758	41	4	42	142	142	36	31	4	4	30	10	10	113	37	37	30	29	18	13	4	32	47	61	64	97
1400	1496	41	3	34	98	70	29	22	3	3	23	8	8	84	29	29	24	24	15	10	4	15	38	49	52	68
1481	1499	41	3	34	151	123	29	32	3	3	23	8	8	100	35	35	26	24	14	10	4	35	38	49	52	87
1486	1622	41	3	38	119	82	33	26	3	3	26	9	9	93	33	33	28	27	16	12	4	19	42	55	58	77
1684	1484	41	3	33	105	73	28	23	3	3	23	8	8	81	30	30	26	23	15	10	3	15	38	49	52	66
1241	1121	41	2	23	95	60	19	20	2	1	15	5	5	74	26	26	20	16	10	7	3	15	25	33	35	50
1703	1481	41	3	33	175	183	28	37	3	3	24	8	8	122	41	41	27	23	15	10	4	54	38	48	51	105
1527	1627	42	3	38	124	120	33	27	3	3	27	9	9	103	36	35	27	27	16	11	4	26	43	55	58	84
1508	1507	42	3	34	133	115	29	28	3	3	23	8	8	96	33	32	25	24	15	10	4	29	39	49	53	82
1819	1768	42	4	42	144	143	36	32	4	4	29	10	10	113	37	37	29	30	18	13	4	33	48	61	65	98
1298	1347	42	2	30	100	67	25	22	3	2	21	7	7	85	30	30	25	21	13	9	3	15	33	43	45	60
1407	1606	42	3	38	140	102	33	31	3	3	26	9	9	98	36	36	29	27	15	12	4	27	42	54	57	84
1085	1111	42	2	22	91	58	18	19	1	1	15	5	5	74	26	26	20	16	10	7	3	13	25	32	34	48
1262	1438	42	3	32	159	121	27	33	3	3	23	7	7	101	38	37	28	23	14	10	3	32	36	47	49	81
937	1070	42	2	21	91	58	17	19	1	1	15	5	5	73	26	26	21	15	9	6	2	13	24	31	32	45
1154	1212	42	2	25	95	41	21	20	2	2	17	6	6	70	26	26	22	18	11	8	3	9	29	37	39	48
1354	1621	42	3	38	112	79	33	25	3	3	26	9	9	91	32	32	27	27	16	12	4	18	43	55	58	76
1444	1475	42	3	33	98	39	28	22	3	3	22	8	8	73	28	28	24	23	14	10	4	10	38	48	51	61
1584	1635	42	3	39	120	107	33	26	3	3	27	9	9	100	34	34	28	27	16	12	4	25	43	55	59	84
1305	1325	42	3	28	107	88	24	22	2	2	20	7	7	85	29	29	24	20	13	9	3	19	33	42	44	63
1364	1525	42	3	35	121	106	30	27	3	3	26	8	8	100	35	34	28	25	15	11	4	24	39	51	54	77
1118	1227	42	2	26	111	68	21	23	2	2	18	6	6	79	29	29	23	18	11	8	3	16	29	37	40	56
1553	1688	42	3	40	134	129	34	29	3	3	27	10	11	104	36	35	28	28	17	12	4	32	45	58	61	93
1541	1694	42	3	41	122	105	35	27	4	3	28	9	9	103	35	35	28	28	17	12	4	24	45	58	61	85
1466	1489	42	3	34	103	64	29	23	3	3	22	8	8	82	30	29	24	24	14	10	4	15	38	49	52	67
1147	1369	42	3	30	94	45	26	21	2	2	20	7	7	76	28	28	23	21	13	9	3	12	34	44	46	58
1610	1496	42	3	34	97	51	29	21	3	3	24	8	8	81	30	30	26	24	15	10	4	11	38	49	52	63
1161	1229	42	2	26	123	85	22	26	2	2	18	6	6	84	31	31	24	18	11	8	3	23	29	38	40	62
1185	1173	42	2	24	123	95	20	26	2	2	17	5	5	88	31	31	23	17	10	7	3	23	27	35	37	61
1375	1461	42	3	33	153	118	28	32	3	3	23	7	7	99	36	35	28	23	14	10	3	30	37	48	51	80
1359	1643	42	3	38	120	102	33	26	3	3	26	9	9	96	33	33	27	27	17	12	4	23	43	56	59	82
1453	1606	42	3	37	116	101	32	26	3	3	27	9	9	97	33	33	27	26	16	11	4	21	42	54	57	78
1204	1211	42	2	26	120	82	21	25	2	2	18	6	6	85	31	31	24	18	11	8	3	22	29	37	39	61
1743	1975	42	4	48	127	103	42	28	4	4	33	11	11	101	36	36	30	34	21	15	5	21	55	70	74	96
1542	1668	42	3	39	140	142	34	31	4	4	28	9	9	111	38	37	29	27	17	12	4	32	44	57	60	92
1774	1571	42	3	37	116	81	31	26	3	3	26	8	8	93	34	34	28	26	15	11	4	18	41	53	56	74
1695	1824	42	4	44	159	175	38	35	4	4	30	11	11	122	38	38	29	31	19	13	5	45	49	63	67	112
1268	1536	43	3	35	110	67	30	24	3	3	24	8	8	85	32	31	26	25	15	11	4	16	40	51	54	70
1615	1862	43	4	45	135	106	39	30	4	4	31	11	11	100	36	36	30	32	19	14	5	24	51	65	69	93
1371	1335	43	3	29	123	91	25	26	2	2	21	7	7	90	32	32	25	21	12	9	3	23	33	42	45	68
1505	1653	43	3	39	115	84	34	25	3	3	26	9	9	92	32	32	27	27	16	12	4	20	44	56	59	79
1634	1669	43	3	40	150	144	34	33	4	4	28	9	9	113	39	38	30	28	17	12	4	35	44	57	60	96
1938	1926	43	4	47	137	143	41	30	4	4	33	11	11	115	38	37	30	33	20	14	5	31	53	68	72	103
1290	1797	43	4	43	118	71	37	26	4	4	29	10	11	87	33	32	28	30	19	13	4	16	49	62	66	82
1605	1604	43	3	37	111	64	32	24	3	3	26	9	9	85	32	32	28	26	16	11	4	14	42	54	57	71
1499	1676	43	3	40	130	110	34	29	4	4	28	9	9	104	36	36	30	28	17	12	4	24	44	57	61	85
1627	1725	43	3	41	108	66	35	24	4	4	28	10	10	88	32	32	28	29	18	12	4	14	46	59	63	77
1311	1410	43	3	32	102	45	27	22	3	3	21	7	7	77	30	30	25	22	13	10	3	12	35	46	48	60
1660	1780	43	4	42	139	153	36	31	4	4	30	10	10	114	36	36	29	29	19	13	5	34	48	62	65	99
1385	1748	43	3	43	122	82	37	27	4	4	29	10	10	97	36	35	29	30	17	13	4	19	47	60	64	83
1892	1699	43	3	41	115	83	35	25	3	4	28	9	9	94	33	33	28	28	17	12	4	19	45	58	62	80
1775	1637	43	3	39	134	96	33	30	4	3	27	9	9	96	36	36	29	27	16	12	4	24	43	56	59	82
1282	1573	43	3	37	129	83	32	28	3	3	25	8	8	91	34	34	27	26	15	11	4	22	41	53	56	77
1562	1602	43	3	37	103	58	32	23	3	3	26	9	9	83	31	30	26	26	16	11	4	13	42	54	57	70
1419	1648	43	3	39	120	97	34	26	3	3	27	9	9	97	35	34	28	27	16	12	4	23	43	56	59	82
941	1180	43	2	24	97	70	20	20	2	2	16	6	6	76	27	27	21	17	11	7	3	16	28	35	38	53
1618	1553	43	3	36	117	85	31	26	3	3	24	9	8	89	33	33	27	25	15	11	4	20	40	52	55	75
1197	1516	43	3	35	103	72	30	23	3	3	24	9	9	86	31	31	26	24	15	11	4	17	39	50	53	70
2023	1911	43	4	46	146	163	40	32	5	4	33	12	12	119	37	38	31	32	21	14	5	36	53	67	71	108
1417	1543	43	3	36	119	85	30	26	3	3	25	8	8	93	34	33	28	25	15	11	4	19	40	51	54	73
1224	1391	43	3	31	124	113	26	26	2	2	21	8	8	94	31	31	24	21	13	9	3	28	35	45	47	76
1275	1515	43	3	35	115	81	29	25	3	3	24	8	8	88	32	32	26	24	15	10	4	19	39	50	53	72
1142	1544	43	3	35	89	21	30	20	3	3	25	9	9	70	30	28	26	24	16	11	3	4	40	52	54	59
1610	1501	43	3	34	155	147	29	33	3	3	24	8	8	109	36	36	28	24	15	10	4	36	39	49	52	89
1539	1643	43	4	38	151	129	32	32	3	3	26	8	9	103	35	34	28	26	17	11	4	30	43	55	59	89
1506	1723	43	3	41	124	85	35	27	4	4	27	10	10	89	34	34	28	28	18	12	4	19	46	59	63	82
1413	1709	43	3	41	117	89	35	26	4	4	28	9	9	97	34	34	28	29	17	12	4	20	46	59	62	82
1249	1262	43	3	27	123	96	22	26	2	2	18	6	6	87	30	30	24	19	12	8	3	23	30	39	41	64
1388	1333	43	3	29	128	112	24	27	2	2	20	7	7	92	31	31	24	20	13	9	3	28	33	42	45	72
1541	1759	43	3	42	126	83	36	28	4	4	29	10	9	94	35	35	30	30	18	13	4	18	47	61	64	83
1525	1526	43	3	35	111	113	30	24	3	3	25	8	8	100	33	33	27	24	15	10	4	23	39	51	54	77
1656	1437	43	3	32	154	134	27	32	3	3	22	8	8	103	36	37	27	22	14	10	4	37	36	46	49	86
1506	1260	43	2	27	116	74	22	24	2	2	18	6	6	81	30	29	23	19	12	8	3	17	30	39	41	59
1773	1561	44	3	36	113	100	31	25	3	3	26	9	9	98	33	33	27	25	15	11	4	22	41	52	55	77
1317	1423	44	3	32	110	61	27	24	3	3	23	7	7	81	31	32	27	22	14	10	3	14	36	46	49	63
862	1161	44	2	24	87	30	20	19	2	2	15	6	6	63	25	25	21	17	11	7	2	7	27	35	37	43
1313	1476	44	3	33	99	55	28	22	3	3	22	8	8	79	29	29	24	23	14	10	4	13	38	48	51	64
1607	1712	44	3	41	135	112	35	30	4	4	28	9	9	103	37	36	29	29	17	12	4	26	46	59	62	88
1501	1614	44	3	38	121	87	32	27	3	3	26	9	9	92	33	33	28	26	16	11	4	19	42	54	58	77
1215	1317	44	2	28	129	106	24	27	3	2	21	6	6	92	32	32	25	20	13	9	3	24	32	41	44	68
1625	1693	44	3	40	132	124	35	29	4	4	29	9	9	108	37	37	30	28	17	12	4	28	45	58	61	89
1358	1545	44	3	35	128	113	30	28	3	3	25	9	9	99	34	35	28	25	15	11	4	27	40	51	54	81
1365	1305	44	2	28	122	75	24	26	2	2	20	6	6	85	32	32	25	20	12	9	3	18	32	41	43	62
1415	1487	44	3	34	116	103	29	26	3	3	24	8	8	98	33	33	27	24	14	10	3	22	38	49	52	74
1359	1501	44	3	34	119	84	29	26	3	3	24	8	8	91	33	33	26	24	14	10	4	20	38	49	52	72
1288	1543	44	3	35	111	73	30	24	3	3	24	8	8	87	31	31	26	25	15	11	4	16	40	51	54	71
1536	1625	44	3	38	125	116	33	27	3	3	27	9	9	102	35	34	28	27	16	11	4	26	43	55	58	84
1476	1640	44	3	39	109	78	33	24	3	3	27	9	9	92	32	33	28	27	16	12	4	18	43	56	59	76
1408	1580	44	3	37	132	115	32	29	3	3	26	9	9	102	36	36	28	26	15	11	4	28	41	53	56	84
1134	1325	44	2	29	121	70	24	26	2	2	20	6	6	83	32	32	25	20	12	9	3	17	33	42	44	61
1685	1550	44	3	36	110	71	31	24	3	3	25	8	9	87	32	32	26	25	15	11	4	17	40	52	55	72
1597	1767	44	4	42	132	116	36	29	4	4	30	9	9	105	36	36	29	30	18	13	4	25	48	61	65	90
1431	1771	44	3	43	144	108	37	32	4	4	30	9	9	102	38	37	31	30	18	13	4	25	48	61	65	90
1301	1608	44	3	37	123	91	32	27	3	3	26	9	9	91	34	33	27	26	16	11	4	21	42	54	57	79
2307	1992	44	4	49	151	146	43	33	5	5	34	11	11	116	38	38	32	34	21	15	5	33	55	71	75	108
1390	1633	44	3	38	108	78	33	24	3	3	27	9	9	90	32	32	27	27	16	12	4	17	43	55	59	75
1579	1608	44	3	37	104	69	32	23	3	3	26	9	9	87	32	31	27	26	16	11	4	14	42	54	57	72
1586	1802	44	4	44	147	139	38	32	4	4	30	10	10	113	39	39	31	31	18	13	5	33	49	63	66	99
1568	1404	45	3	31	156	130	26	33	3	3	22	7	7	100	35	35	26	21	14	9	3	35	35	45	48	83
1404	1247	45	2	27	156	134	22	33	2	2	20	6	6	104	37	37	26	19	11	8	3	37	30	38	41	78
1507	1671	45	3	39	113	70	34	25	3	3	26	10	9	86	32	32	27	27	17	12	4	16	44	57	60	76
1792	1964	45	4	48	152	156	42	33	5	5	34	11	11	119	39	39	32	34	21	15	5	34	54	70	74	108
1098	1580	45	3	37	124	108	31	27	3	3	26	9	9	98	34	34	27	26	16	11	4	25	41	53	56	81
1231	1542	45	3	35	114	112	30	25	3	3	24	9	10	97	33	32	25	25	15	11	4	28	40	51	54	82
1916	1984	45	4	47	153	135	41	34	4	4	31	12	12	104	35	35	30	33	22	14	5	32	55	70	75	106
1319	1668	45	3	39	123	107	33	27	4	4	27	10	10	97	34	34	29	27	17	12	4	23	44	57	60	84
1855	1824	45	4	44	151	181	38	33	4	4	31	10	10	128	41	41	30	31	19	13	5	43	49	63	67	110
1735	1742	45	4	41	139	126	36	31	4	4	29	10	10	106	37	37	29	29	18	13	4	29	47	60	64	92
1246	1611	45	3	37	104	67	32	23	3	3	26	9	8	87	31	31	27	26	16	11	4	13	42	54	57	71
1525	1696	45	3	40	140	138	35	31	4	4	29	9	9	112	38	38	30	28	17	12	4	32	45	58	61	93
1332	1508	45	3	34	118	107	29	26	3	3	24	9	9	95	32	33	27	24	15	10	4	25	39	50	53	78
1633	1754	45	4	42	139	122	37	31	4	4	29	10	10	107	37	37	30	30	18	13	4	29	47	61	64	93
1516	1688	45	3	39	120	102	34	26	4	4	27	9	10	96	33	33	28	28	18	12	4	22	45	58	61	83
1293	1589	45	3	37	112	93	32	25	3	3	26	9	9	97	33	33	28	26	16	11	4	20	42	53	56	76
1528	1692	45	3	40	118	95	34	26	3	3	27	10	9	95	32	32	27	28	17	12	4	21	45	58	61	82
1472	1696	45	3	40	122	121	34	27	4	4	29	9	10	105	36	36	29	28	17	12	4	26	45	58	61	87
1065	1037	45	2	20	94	61	16	20	1	1	14	4	4	71	25	25	20	14	9	6	2	13	23	29	31	44
1691	1626	45	3	38	160	138	32	34	3	3	25	10	10	105	35	35	27	26	17	11	4	39	43	55	58	97
1131	1346	45	2	30	101	63	25	22	3	2	21	7	7	84	30	30	25	21	13	9	3	15	33	43	45	60
1459	1621	45	3	38	123	105	32	27	3	3	26	9	10	95	33	33	27	26	17	11	4	24	43	55	58	82
1222	1205	45	2	25	128	112	21	27	2	2	19	5	5	94	33	33	24	17	11	8	3	26	28	36	39	65
1206	1361	45	3	29	138	96	25	29	2	2	18	8	8	84	30	30	23	21	13	9	3	32	34	43	46	78
1211	1178	45	2	24	133	98	20	28	2	2	17	6	6	86	32	32	24	17	11	7	2	26	28	35	37	63
2017	1718	45	4	40	150	160	35	33	4	4	29	10	10	115	39	38	29	28	18	12	4	39	46	59	62	101
1317	1238	45	2	26	122	85	22	26	2	2	19	6	6	87	32	32	25	18	11	8	3	21	30	38	40	61
1216	1660	46	3	39	99	45	34	22	3	3	26	10	10	80	30	30	26	27	17	12	4	11	44	56	60	71
1484	1843	46	4	43	146	157	38	32	4	4	29	11	11	111	36	36	28	30	20	13	5	38	50	64	68	106
1201	1218	46	2	25	127	112	21	27	2	2	18	6	6	94	32	31	24	18	11	8	3	28	29	37	39	68
1709	1638	46	3	38	124	107	33	27	3	3	26	9	9	98	34	34	28	27	16	12	4	24	43	55	59	83
1298	1373	46	3	30	145	117	25	30	3	2	21	7	7	94	34	34	26	21	13	9	3	31	34	44	46	77
1476	1803	46	4	43	117	86	37	26	4	4	30	10	11	94	34	34	29	30	19	13	4	18	49	63	66	85
1173	1636	46	3	38	120	97	33	26	3	3	26	9	9	95	34	34	28	27	17	12	4	21	43	55	59	80
1591	1697	46	3	40	128	116	35	28	4	4	28	9	9	104	35	35	29	28	17	12	4	26	45	58	61	87
1392	1374	46	3	30	198	164	25	42	2	3	21	7	7	116	40	40	28	21	14	9	3	54	34	44	47	100
1216	1356	46	2	30	134	100	25	28	3	3	21	7	7	92	33	33	26	21	13	9	3	24	34	43	46	70
1313	1576	46	3	36	121	99	31	27	3	3	25	9	9	92	33	33	27	25	16	11	4	23	41	53	56	79
1575	1742	46	4	42	139	120	36	30	4	4	28	10	10	105	37	37	29	29	17	13	4	29	47	60	64	92
1448	1471	46	3	33	116	102	28	26	3	3	24	8	8	97	34	34	27	23	14	10	3	23	38	48	51	74
1250	1529	46	3	35	108	82	30	24	3	3	24	8	8	90	32	32	26	24	15	11	4	18	39	51	54	72
1281	1348	46	3	29	120	78	25	25	2	3	21	7	7	84	31	31	25	20	13	9	3	18	33	43	45	63
1062	1258	46	2	26	109	65	22	23	2	2	18	6	6	75	28	28	23	18	12	8	3	15	30	39	41	56
2103	1904	46	4	47	166	164	41	37	4	4	31	12	12	122	40	40	30	33	19	14	5	47	52	67	71	118
1509	1675	46	3	40	123	94	34	27	4	3	27	9	9	95	34	34	28	28	17	12	4	21	44	57	60	82
1539	1354	46	3	29	156	138	25	33	3	3	21	7	7	104	36	36	27	21	13	9	3	37	34	43	46	83
1387	1442	46	3	32	159	121	27	33	3	3	22	8	8	98	36	35	27	22	14	10	4	35	37	47	50	85
1671	1775	46	4	42	110	84	37	24	4	4	28	11	11	92	32	32	27	30	18	13	4	19	48	61	65	84
1206	1276	46	2	27	128	99	22	27	2	2	18	6	6	87	30	29	24	19	12	8	3	24	31	40	42	65
1909	1658	46	3	39	114	88	34	25	3	3	27	9	9	94	33	33	28	27	16	12	4	20	44	56	60	80
1248	1362	46	3	30	156	114	25	33	2	2	20	7	7	96	35	35	26	21	13	9	3	33	34	43	46	79
1458	1624	46	3	38	125	89	33	27	3	3	25	10	10	90	34	33	27	27	16	12	4	23	43	55	58	81
1393	1615	46	3	38	120	80	32	26	3	3	24	9	9	87	32	32	26	26	16	11	4	20	42	54	58	78
1766	1673	46	3	39	134	114	33	29	4	4	27	9	9	100	35	35	29	27	17	12	4	25	44	57	60	85
1137	1166	46	2	24	126	105	20	26	2	2	17	6	5	88	30	31	24	17	11	7	3	26	27	35	37	63
1172	1148	46	2	23	109	83	19	23	2	2	16	5	5	81	28	28	22	16	10	7	3	19	26	34	36	55
1400	1417	46	3	32	170	158	27	36	3	3	23	7	7	115	39	39	28	22	14	10	3	43	36	46	49	91
2369	2022	47	4	50	163	186	44	36	5	5	35	12	12	131	43	42	32	35	21	15	5	44	56	72	77	120
1493	1565	47	3	36	112	77	31	25	3	3	25	9	9	90	33	32	27	25	15	11	4	18	41	52	55	73
1170	1329	47	2	28	92	81	24	20	2	2	20	7	7	80	27	27	23	20	13	9	3	15	33	42	44	60
1495	1663	47	3	39	136	120	34	30	4	4	28	9	9	106	37	36	30	27	17	12	4	27	44	57	60	87
1729	1996	47	4	49	155	167	43	34	5	4	34	12	12	123	40	40	31	35	21	15	5	40	55	71	75	115
1735	1648	47	3	39	154	136	33	34	4	4	28	9	9	109	38	39	31	27	17	12	4	33	44	56	59	92
1177	1384	47	3	30	132	125	25	28	3	3	22	7	7	99	33	33	25	21	14	9	3	29	35	44	47	76
1285	1210	47	2	25	120	99	21	25	2	2	18	6	6	90	32	31	24	18	11	8	3	24	29	37	39	63
1568	1563	47	3	36	147	112	31	32	4	3	26	8	8	102	38	38	30	25	15	11	4	27	41	52	55	83
2165	1849	47	4	44	149	153	38	33	4	4	30	11	11	113	37	37	30	31	20	13	5	37	50	65	69	105
1273	1403	47	3	31	134	128	26	28	3	3	22	7	7	102	34	34	26	22	14	9	3	29	35	45	48	77
1392	1592	47	3	37	123	101	32	27	3	3	25	9	9	95	34	34	28	26	16	11	4	23	42	53	57	80
1198	1402	47	3	31	106	78	26	23	3	2	21	8	7	86	30	30	25	22	13	9	3	18	35	45	48	66
1379	1572	47	3	36	100	58	31	22	3	3	25	9	9	82	29	30	26	25	16	11	4	12	41	53	56	68
1516	1554	47	3	36	146	136	30	32	4	4	27	8	8	109	37	38	30	25	16	11	4	31	41	52	55	86
1297	1612	47	3	38	114	73	32	25	3	3	25	9	9	88	32	32	26	26	16	11	4	17	42	54	58	75
1443	1525	47	3	35	111	75	30	24	3	3	25	9	9	87	32	32	27	24	15	11	3	17	40	51	54	71
1283	1342	47	3	29	116	103	24	24	2	2	20	7	7	90	31	31	24	20	13	9	3	24	33	42	45	69
1458	1366	47	2	30	158	123	25	33	3	3	22	7	7	101	38	38	28	21	13	9	3	32	34	44	46	79
1576	1478	47	3	33	103	65	28	23	3	3	23	8	8	83	30	30	25	23	14	10	4	14	38	48	51	66
1588	1562	47	3	36	155	151	30	33	3	3	25	9	8	110	36	36	28	25	16	11	4	37	41	52	55	92
1495	1625	47	3	38	109	75	33	24	3	3	26	9	10	88	32	32	27	27	16	12	4	17	43	55	58	75
1160	1209	47	2	25	114	94	21	24	2	2	18	6	6	87	30	30	23	18	11	8	3	23	29	37	39	61
1485	1732	47	3	41	113	69	36	25	4	4	28	9	9	90	33	33	28	29	17	13	4	15	46	60	63	78
1615	1832	47	4	44	132	145	38	29	4	4	32	10	10	117	38	38	30	31	19	13	5	30	50	64	68	98
1208	1334	48	2	29	84	33	25	18	2	2	21	7	7	73	27	27	24	20	13	9	3	8	33	42	45	52
1575	1579	48	3	36	117	96	31	26	3	3	24	9	9	92	32	32	26	25	16	11	4	22	41	53	56	78
1300	1435	48	3	33	95	49	28	21	3	3	23	8	8	83	30	30	26	23	14	10	3	12	36	47	49	61
1196	1308	48	2	28	110	89	24	24	2	2	21	7	7	88	31	31	25	20	12	9	3	20	32	41	43	64
1462	1154	48	2	23	104	71	19	22	2	2	16	5	5	74	27	27	22	16	11	7	3	15	27	34	36	51
1188	1378	48	3	30	119	92	26	25	2	2	21	7	7	89	31	31	24	21	13	9	3	21	34	44	47	68
1441	1706	48	3	40	126	98	35	28	4	3	27	10	10	95	35	34	28	28	17	12	4	23	46	59	62	85
1688	1347	48	3	29	143	131	25	30	2	2	21	7	7	102	34	34	26	21	13	9	3	35	33	43	45	80
1106	1356	48	3	30	104	97	25	23	2	2	21	8	8	90	31	30	24	21	13	9	3	22	34	43	46	68
1219	1497	48	3	34	114	80	29	25	3	3	24	8	8	89	33	33	27	24	15	10	3	19	39	49	52	71
1201	1324	48	3	29	164	140	24	34	2	3	21	7	7	106	40	39	27	20	12	9	3	41	32	42	44	85
1401	1547	48	3	36	102	67	30	23	3	3	25	9	9	86	31	30	26	25	15	11	4	15	40	52	55	69
1579	1726	48	3	41	128	89	36	28	4	4	29	10	9	96	35	35	30	29	17	13	4	20	46	59	63	83
1267	1460	48	3	33	130	103	28	29	3	3	24	8	7	98	35	35	28	23	14	10	3	24	37	48	51	75
1552	1461	48	3	33	138	131	28	29	3	3	23	7	7	103	34	33	25	23	14	10	4	32	37	47	51	82
1195	1319	48	3	29	112	79	24	23	2	2	20	7	7	83	31	31	24	20	12	9	3	18	32	41	44	62
1378	1363	48	2	30	111	71	26	25	3	3	21	7	7	85	31	31	26	21	13	9	3	17	34	44	46	63
1745	1657	48	3	39	100	57	33	22	3	3	25	10	10	79	30	29	25	27	17	12	4	13	44	56	60	73
1235	1277	48	2	27	137	100	23	29	2	2	20	6	6	91	33	33	26	19	12	8	3	25	31	40	42	67
